cue,direction,practice_block_loop.thisRepN,practice_block_loop.thisTrialN,practice_block_loop.thisN,practice_block_loop.thisIndex,main_blocks_loop.thisRepN,main_blocks_loop.thisTrialN,main_blocks_loop.thisN,main_blocks_loop.thisIndex,instruction_keyboard_response.started,static_isi.started,fixation_pre.started,fixation_pre.stopped,image.started,image.stopped,fixation_post.started,fixation_post.stopped,dots_background.started,dots_stimulus.started,dots_keyboard_response.started,dots_keyboard_response.keys,dots_keyboard_response.rt,feedback_text.started,feedback_text.stopped,instruction_main_text.started,instruction_main_keyboard_response.started,instruction_main_keyboard_response.keys,instruction_main_keyboard_response.rt,dots_background.stopped,dots_stimulus.stopped,dots_keyboard_response.stopped,debriefing_keyboard_response.started,Pseudonym,date,expName,psychopyVersion,frameRate,
none,right,,,,,1,64,144,74,,-0.00924079200012784,737.9101807090001,738.2575192919999,738.2575192919999,738.7531288749997,739.2370315839999,740.2308202499999,740.2308202499999,740.2308202499999,740.2308202499999,f,0.846088291000342,741.0900294999997,741.5794190419997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,65,145,25,,-0.00513066700023046,742.08021925,742.1749077499999,742.1749077499999,742.6752570839999,743.1628760839999,744.3586130839999,744.3586130839999,744.3586130839999,744.3586130839999,j,0.711847083000066,745.0840806669999,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,66,146,13,,0.004618292000031943,746.0847382090001,746.4319099999998,746.4319099999998,746.934327334,747.4247768339997,748.4217048749997,748.4217048749997,748.4217048749997,748.4217048749997,f,0.6347724160000325,749.0720242499997,749.5714802919997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,67,147,28,,-0.0019400830001359282,750.0692489589997,750.4184785839998,750.4184785839998,750.9173634999997,751.4071174169999,752.5982478339997,752.5982478339997,752.5982478339997,752.5982478339997,j,0.46798220799973933,753.0792147919997,753.571375,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,68,148,29,,-0.00854783300019335,754.0691297919998,754.1639787499998,754.1639787499998,754.665874542,755.1454426669998,756.3380444169998,756.3380444169998,756.3380444169998,756.3380444169998,j,0.4588611670001228,756.8134115839998,757.3039469169998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,69,149,1,,-0.004922957999951905,757.805677459,758.6042997919999,758.6042997919999,759.0998224999998,759.5884364169997,760.5846725419997,760.5846725419997,760.5846725419997,760.5846725419997,f,0.4554429579998214,761.0497137089997,761.5410919169999,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,70,150,79,,-0.005360707999898295,762.0424779589998,762.3916354170001,762.3916354170001,762.888807542,763.3746342499999,764.3744888339997,764.3744888339997,764.3744888339997,764.3744888339997,j,0.9009689989998151,765.2887269590001,765.7788032499998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,71,151,20,,-0.006116000000019994,766.2782381669999,766.3739209169999,766.3739209169999,766.8772172499998,767.3631393749997,768.3582633749998,768.3582633749998,768.3582633749998,768.3582633749998,j,0.35888416600027995,768.7325632090001,769.2244745419998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,72,152,18,,-0.008086999999704858,769.727151,770.0815014999998,770.0815014999998,770.5779111669999,771.0690141669998,772.0594100419999,772.0594100419999,772.0594100419999,772.0594100419999,j,0.9066608750003979,772.9764447919997,773.4651494999998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,73,153,64,,-0.00735954199990374,773.9710634589997,774.7660148749997,774.7660148749997,775.2656284999998,775.7491436669998,776.7415732499999,776.7415732499999,776.7415732499999,776.7415732499999,f,0.7240827910000007,777.4774309999998,777.972413292,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,right,,,,,1,74,154,19,,-0.004001707999577775,778.4691754169999,778.5636236249998,778.5636236249998,779.0620436669997,779.550307125,780.545306209,780.545306209,780.545306209,780.545306209,j,0.8094912920000752,781.3627885840001,781.8552640419998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
right,left,,,,,1,75,155,36,,-0.005411499999809166,782.3567083339999,782.4525643749998,782.4525643749998,782.950889875,783.436542334,784.6282966670001,784.6282966670001,784.6282966670001,784.6282966670001,f,0.947448040999916,785.5901316669997,786.083263209,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
left,left,,,,,1,76,156,6,,-0.007852582999930746,786.583162459,786.9277756249999,786.9277756249999,787.4271241669999,787.9108959589998,788.911803,788.911803,788.911803,788.911803,f,0.8778466250000747,789.8008307919999,790.2998749169997,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,77,157,40,,-0.0004714579999927082,790.8012753339999,791.6027799589997,791.6027799589997,792.100602,792.5906932499997,793.5838572499997,793.5838572499997,793.5838572499997,793.5838572499997,j,0.7455676249996941,794.3417025419999,794.8329589589998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,right,,,,,1,78,158,76,,-0.00643099999979313,795.3342259589999,795.4286877089999,795.4286877089999,795.9265125839997,796.4160112919999,797.6088749589999,797.6088749589999,797.6088749589999,797.6088749589999,j,0.8957389160000275,798.5176552089997,,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
none,left,,,,,1,79,159,57,,0.003511958000217419,799.518052417,799.614135709,799.614135709,800.1129957089997,800.5960445840001,801.788734834,801.788734834,801.788734834,801.788734834,f,0.822379582999929,802.6216454589999,803.1126211249998,,,,,,,,,YHH4638574,2023-03-12_21h57.22.756,rdk-discrimination,2023.1.0,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.1126211249998,,,,,,
